"filename", "language", "Markdown", "PowerShell", "TypeScript", "Ini", "JavaScript", "TypeScript JSX", "JSON", "JSON with Comments", "Shell Script", "YAML", "Python", "toml", "pip requirements", "XML", "Docker", "JSON Lines", "PostCSS", "HTML", "Ignore", "comment", "blank", "total"
"f:\animate-serial\apps\anyreason\fastapi_backend\app\api\v1\ai_prompt_presets.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 74
"f:\animate-serial\apps\anyreason\fastapi_backend\app\api\v1\ai_scene_catalog.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 55
"f:\animate-serial\apps\anyreason\fastapi_backend\app\api\v1\ai_scene_runner.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 201, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 237
"f:\animate-serial\apps\anyreason\fastapi_backend\app\api\v1\ai_scene_structure.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 98
"f:\animate-serial\apps\anyreason\fastapi_backend\app\api\v1\ai_scene_test.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 156
"f:\animate-serial\apps\anyreason\fastapi_backend\app\api\v1\ai_scenes.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 180
"f:\animate-serial\apps\anyreason\fastapi_backend\app\api\v1\ai_storyboard.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 87
"f:\animate-serial\apps\anyreason\fastapi_backend\app\api\v1\ai_text.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 67
"f:\animate-serial\apps\anyreason\fastapi_backend\app\api\v1\ai_video.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 34
"f:\animate-serial\apps\anyreason\fastapi_backend\app\api\v1\apply_plans.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 471, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 518
"f:\animate-serial\apps\anyreason\fastapi_backend\app\api\v1\asset_bindings.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 108
"f:\animate-serial\apps\anyreason\fastapi_backend\app\api\v1\assets.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 108
"f:\animate-serial\apps\anyreason\fastapi_backend\app\api\v1\credits.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 169
"f:\animate-serial\apps\anyreason\fastapi_backend\app\api\v1\episodes.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 307, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 354
"f:\animate-serial\apps\anyreason\fastapi_backend\app\api\v1\items.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 50
"f:\animate-serial\apps\anyreason\fastapi_backend\app\api\v1\scenes.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 42
"f:\animate-serial\apps\anyreason\fastapi_backend\app\api\v1\scripts.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 373, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 432
"f:\animate-serial\apps\anyreason\fastapi_backend\app\api\v1\storage\vfs.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 136, 0, 0, 0, 0, 0, 0, 0, 0, 4, 27, 167
"f:\animate-serial\apps\anyreason\fastapi_backend\app\api\v1\tasks.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 121
"f:\animate-serial\apps\anyreason\fastapi_backend\app\api\v1\user_agents.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 89
"f:\animate-serial\apps\anyreason\fastapi_backend\app\api\v1\user_apps.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 129
"f:\animate-serial\apps\anyreason\fastapi_backend\app\api\v1\users.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 123
"f:\animate-serial\apps\anyreason\fastapi_backend\app\audit.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 52
"f:\animate-serial\apps\anyreason\fastapi_backend\app\celery_app.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 18
"f:\animate-serial\apps\anyreason\fastapi_backend\app\config.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 9, 16, 69
"f:\animate-serial\apps\anyreason\fastapi_backend\app\core\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2
"f:\animate-serial\apps\anyreason\fastapi_backend\app\core\ctx.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 26
"f:\animate-serial\apps\anyreason\fastapi_backend\app\core\exceptions.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 47
"f:\animate-serial\apps\anyreason\fastapi_backend\app\core\init_app.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 144
"f:\animate-serial\apps\anyreason\fastapi_backend\app\core\middlewares.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 56
"f:\animate-serial\apps\anyreason\fastapi_backend\app\core\permissions\guards.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13, 61
"f:\animate-serial\apps\anyreason\fastapi_backend\app\crypto.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 14
"f:\animate-serial\apps\anyreason\fastapi_backend\app\database.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 242, 0, 0, 0, 0, 0, 0, 0, 0, 9, 57, 308
"f:\animate-serial\apps\anyreason\fastapi_backend\app\email.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 42
"f:\animate-serial\apps\anyreason\fastapi_backend\app\email_templates\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"f:\animate-serial\apps\anyreason\fastapi_backend\app\email_templates\password_reset.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 4, 14
"f:\animate-serial\apps\anyreason\fastapi_backend\app\log\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5
"f:\animate-serial\apps\anyreason\fastapi_backend\app\log\log.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 187, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 224
"f:\animate-serial\apps\anyreason\fastapi_backend\app\main.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 39
"f:\animate-serial\apps\anyreason\fastapi_backend\app\models.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1111, 0, 0, 0, 0, 0, 0, 0, 0, 7, 278, 1396
"f:\animate-serial\apps\anyreason\fastapi_backend\app\rbac.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 47
"f:\animate-serial\apps\anyreason\fastapi_backend\app\repositories\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2
"f:\animate-serial\apps\anyreason\fastapi_backend\app\repositories\ai_prompt_preset_repository.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 82
"f:\animate-serial\apps\anyreason\fastapi_backend\app\repositories\asset_binding_repository.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 124
"f:\animate-serial\apps\anyreason\fastapi_backend\app\repositories\asset_repository.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 138
"f:\animate-serial\apps\anyreason\fastapi_backend\app\repositories\item_repository.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 42
"f:\animate-serial\apps\anyreason\fastapi_backend\app\repositories\script_repository.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 61
"f:\animate-serial\apps\anyreason\fastapi_backend\app\repositories\task_repository.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 86
"f:\animate-serial\apps\anyreason\fastapi_backend\app\routes\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"f:\animate-serial\apps\anyreason\fastapi_backend\app\routes\items.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 50
"f:\animate-serial\apps\anyreason\fastapi_backend\app\scene_engine\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5
"f:\animate-serial\apps\anyreason\fastapi_backend\app\scene_engine\registry.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 101
"f:\animate-serial\apps\anyreason\fastapi_backend\app\scene_engine\scenes\chat.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 52
"f:\animate-serial\apps\anyreason\fastapi_backend\app\scene_engine\scenes\episode_characters.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 89
"f:\animate-serial\apps\anyreason\fastapi_backend\app\scene_engine\scenes\script_split.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 74
"f:\animate-serial\apps\anyreason\fastapi_backend\app\scene_engine\utils.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 29
"f:\animate-serial\apps\anyreason\fastapi_backend\app\schemas.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 365, 0, 0, 0, 0, 0, 0, 0, 0, 0, 137, 502
"f:\animate-serial\apps\anyreason\fastapi_backend\app\schemas_agents.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 118
"f:\animate-serial\apps\anyreason\fastapi_backend\app\schemas_ai_catalog.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 123
"f:\animate-serial\apps\anyreason\fastapi_backend\app\schemas_ai_chat.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 93
"f:\animate-serial\apps\anyreason\fastapi_backend\app\schemas_ai_image.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 21
"f:\animate-serial\apps\anyreason\fastapi_backend\app\schemas_ai_models.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 140
"f:\animate-serial\apps\anyreason\fastapi_backend\app\schemas_ai_scene_catalog.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 17
"f:\animate-serial\apps\anyreason\fastapi_backend\app\schemas_ai_scene_test.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 60
"f:\animate-serial\apps\anyreason\fastapi_backend\app\schemas_ai_scenes.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 45
"f:\animate-serial\apps\anyreason\fastapi_backend\app\schemas_ai_text.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 33
"f:\animate-serial\apps\anyreason\fastapi_backend\app\schemas_ai_video.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 22
"f:\animate-serial\apps\anyreason\fastapi_backend\app\schemas_builtin_agents.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 62
"f:\animate-serial\apps\anyreason\fastapi_backend\app\schemas_credits.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 58
"f:\animate-serial\apps\anyreason\fastapi_backend\app\schemas_rbac.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 119
"f:\animate-serial\apps\anyreason\fastapi_backend\app\schemas_response.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 16
"f:\animate-serial\apps\anyreason\fastapi_backend\app\schemas_scene_engine.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 13
"f:\animate-serial\apps\anyreason\fastapi_backend\app\schemas_user_agents.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 49
"f:\animate-serial\apps\anyreason\fastapi_backend\app\schemas_user_apps.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 52
"f:\animate-serial\apps\anyreason\fastapi_backend\app\services\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2
"f:\animate-serial\apps\anyreason\fastapi_backend\app\services\agent_factory.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 147
"f:\animate-serial\apps\anyreason\fastapi_backend\app\services\agent_platform_seed_service.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 202
"f:\animate-serial\apps\anyreason\fastapi_backend\app\services\agent_prompt_version_service.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 196
"f:\animate-serial\apps\anyreason\fastapi_backend\app\services\agent_service.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 224, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 257
"f:\animate-serial\apps\anyreason\fastapi_backend\app\services\ai_asset_extraction_service.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 597, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 677
"f:\animate-serial\apps\anyreason\fastapi_backend\app\services\ai_catalog_service.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 282, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 313
"f:\animate-serial\apps\anyreason\fastapi_backend\app\services\ai_chat_session_service.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 160
"f:\animate-serial\apps\anyreason\fastapi_backend\app\services\ai_model_config_service.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 189
"f:\animate-serial\apps\anyreason\fastapi_backend\app\services\ai_model_test_service.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 143
"f:\animate-serial\apps\anyreason\fastapi_backend\app\services\ai_prompt_preset_service.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 63
"f:\animate-serial\apps\anyreason\fastapi_backend\app\services\ai_run_archive_service.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 132
"f:\animate-serial\apps\anyreason\fastapi_backend\app\services\ai_scene_structure_service.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 233, 0, 0, 0, 0, 0, 0, 0, 0, 5, 40, 278
"f:\animate-serial\apps\anyreason\fastapi_backend\app\services\ai_storyboard_service.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 332, 0, 0, 0, 0, 0, 0, 0, 0, 11, 46, 389
"f:\animate-serial\apps\anyreason\fastapi_backend\app\services\app_runtime_service.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 182, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 219
"f:\animate-serial\apps\anyreason\fastapi_backend\app\services\apply_plan_normalize_service.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 49
"f:\animate-serial\apps\anyreason\fastapi_backend\app\services\asset_service.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 180
"f:\animate-serial\apps\anyreason\fastapi_backend\app\services\builtin_agent_version_service.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 225, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 249
"f:\animate-serial\apps\anyreason\fastapi_backend\app\services\context_builder_service.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 137
"f:\animate-serial\apps\anyreason\fastapi_backend\app\services\credit_service.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 138
"f:\animate-serial\apps\anyreason\fastapi_backend\app\services\item_service.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 27
"f:\animate-serial\apps\anyreason\fastapi_backend\app\services\pydanticai_debug_log.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 90
"f:\animate-serial\apps\anyreason\fastapi_backend\app\services\script_parse_service.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 132
"f:\animate-serial\apps\anyreason\fastapi_backend\app\services\script_service.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 161
"f:\animate-serial\apps\anyreason\fastapi_backend\app\services\script_structure_service.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 274, 0, 0, 0, 0, 0, 0, 0, 0, 1, 66, 341
"f:\animate-serial\apps\anyreason\fastapi_backend\app\services\storage\vfs_service.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 494, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 554
"f:\animate-serial\apps\anyreason\fastapi_backend\app\services\task_service.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 147
"f:\animate-serial\apps\anyreason\fastapi_backend\app\services\user_agent_service.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 95
"f:\animate-serial\apps\anyreason\fastapi_backend\app\services\user_app_service.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 87
"f:\animate-serial\apps\anyreason\fastapi_backend\app\storage\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 12
"f:\animate-serial\apps\anyreason\fastapi_backend\app\storage\image_thumbs.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 68
"f:\animate-serial\apps\anyreason\fastapi_backend\app\storage\minio_client.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 27
"f:\animate-serial\apps\anyreason\fastapi_backend\app\tasks\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"f:\animate-serial\apps\anyreason\fastapi_backend\app\tasks\celery_tasks.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 17
"f:\animate-serial\apps\anyreason\fastapi_backend\app\tasks\handlers\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"f:\animate-serial\apps\anyreason\fastapi_backend\app\tasks\handlers\ai_scene_test_chat.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 109
"f:\animate-serial\apps\anyreason\fastapi_backend\app\tasks\handlers\asset_image_generate.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 174
"f:\animate-serial\apps\anyreason\fastapi_backend\app\tasks\handlers\base.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 16
"f:\animate-serial\apps\anyreason\fastapi_backend\app\tasks\handlers\episode_asset_agent_apply.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 204
"f:\animate-serial\apps\anyreason\fastapi_backend\app\tasks\handlers\episode_asset_apply_utils.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 108
"f:\animate-serial\apps\anyreason\fastapi_backend\app\tasks\handlers\episode_asset_extraction_preview.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 49
"f:\animate-serial\apps\anyreason\fastapi_backend\app\tasks\handlers\episode_character_agent_apply.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 146
"f:\animate-serial\apps\anyreason\fastapi_backend\app\tasks\handlers\episode_doc_backfill.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 144
"f:\animate-serial\apps\anyreason\fastapi_backend\app\tasks\handlers\episode_prop_agent_apply.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 127
"f:\animate-serial\apps\anyreason\fastapi_backend\app\tasks\handlers\episode_scene_agent_apply.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 126
"f:\animate-serial\apps\anyreason\fastapi_backend\app\tasks\handlers\episode_scene_structure_preview.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 48
"f:\animate-serial\apps\anyreason\fastapi_backend\app\tasks\handlers\episode_storyboard_agent_apply.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 169
"f:\animate-serial\apps\anyreason\fastapi_backend\app\tasks\handlers\episode_vfx_agent_apply.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 127
"f:\animate-serial\apps\anyreason\fastapi_backend\app\tasks\handlers\freeform_asset_extraction_compare_preview.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 72
"f:\animate-serial\apps\anyreason\fastapi_backend\app\tasks\handlers\noop.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 25
"f:\animate-serial\apps\anyreason\fastapi_backend\app\tasks\handlers\registry.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 36
